CustomerNo;FirstName;LastName;Email;CountryID
17243;Customer17243;User;customer17243@mail.com;1
17528;Customer17528;User;customer17528@mail.com;1
14056;Customer14056;User;customer14056@mail.com;1
17644;Customer17644;User;customer17644@mail.com;1
14653;Customer14653;User;customer14653@mail.com;1
13510;Customer13510;User;customer13510@mail.com;1
13680;Customer13680;User;customer13680@mail.com;1
13521;Customer13521;User;customer13521@mail.com;1
13263;Customer13263;User;customer13263@mail.com;1
13098;Customer13098;User;customer13098@mail.com;1
17554;Customer17554;User;customer17554@mail.com;1
14415;Customer14415;User;customer14415@mail.com;1
16833;Customer16833;User;customer16833@mail.com;1
14730;Customer14730;User;customer14730@mail.com;1
13269;Customer13269;User;customer13269@mail.com;1
14569;Customer14569;User;customer14569@mail.com;1
13013;Customer13013;User;customer13013@mail.com;1
17451;Customer17451;User;customer17451@mail.com;1
15484;Customer15484;User;customer15484@mail.com;1
16358;Customer16358;User;customer16358@mail.com;1
15898;Customer15898;User;customer15898@mail.com;1
16688;Customer16688;User;customer16688@mail.com;1
13890;Customer13890;User;customer13890@mail.com;1
14796;Customer14796;User;customer14796@mail.com;1
17757;Customer17757;User;customer17757@mail.com;1
13404;Customer13404;User;customer13404@mail.com;1
16322;Customer16322;User;customer16322@mail.com;1
13471;Customer13471;User;customer13471@mail.com;1
15431;Customer15431;User;customer15431@mail.com;1
13798;Customer13798;User;customer13798@mail.com;1
14911;Customer14911;User;customer14911@mail.com;8
13599;Customer13599;User;customer13599@mail.com;1
14435;Customer14435;User;customer14435@mail.com;1
17491;Customer17491;User;customer17491@mail.com;1
14621;Customer14621;User;customer14621@mail.com;1
12955;Customer12955;User;customer12955@mail.com;1
15439;Customer15439;User;customer15439@mail.com;1
13536;Customer13536;User;customer13536@mail.com;1
13026;Customer13026;User;customer13026@mail.com;1
17405;Customer17405;User;customer17405@mail.com;1
15208;Customer15208;User;customer15208@mail.com;1
16794;Customer16794;User;customer16794@mail.com;1
17144;Customer17144;User;customer17144@mail.com;1
17675;Customer17675;User;customer17675@mail.com;1
16401;Customer16401;User;customer16401@mail.com;1
15156;Customer15156;User;customer15156@mail.com;1
17530;Customer17530;User;customer17530@mail.com;1
17949;Customer17949;User;customer17949@mail.com;1
13318;Customer13318;User;customer13318@mail.com;1
13077;Customer13077;User;customer13077@mail.com;1
14606;Customer14606;User;customer14606@mail.com;1
14702;Customer14702;User;customer14702@mail.com;1
15796;Customer15796;User;customer15796@mail.com;1
16019;Customer16019;User;customer16019@mail.com;1
12558;Customer12558;User;customer12558@mail.com;9
15950;Customer15950;User;customer15950@mail.com;1
12523;Customer12523;User;customer12523@mail.com;5
18223;Customer18223;User;customer18223@mail.com;1
14442;Customer14442;User;customer14442@mail.com;10
13081;Customer13081;User;customer13081@mail.com;1
12476;Customer12476;User;customer12476@mail.com;4
13078;Customer13078;User;customer13078@mail.com;1
17526;Customer17526;User;customer17526@mail.com;1
15951;Customer15951;User;customer15951@mail.com;1
15755;Customer15755;User;customer15755@mail.com;1
13883;Customer13883;User;customer13883@mail.com;1
17924;Customer17924;User;customer17924@mail.com;1
12720;Customer12720;User;customer12720@mail.com;4
12583;Customer12583;User;customer12583@mail.com;5
14708;Customer14708;User;customer14708@mail.com;1
16539;Customer16539;User;customer16539@mail.com;1
12828;Customer12828;User;customer12828@mail.com;1
12912;Customer12912;User;customer12912@mail.com;1
13089;Customer13089;User;customer13089@mail.com;1
17503;Customer17503;User;customer17503@mail.com;1
17017;Customer17017;User;customer17017@mail.com;1
16458;Customer16458;User;customer16458@mail.com;1
13949;Customer13949;User;customer13949@mail.com;1
14141;Customer14141;User;customer14141@mail.com;1
14910;Customer14910;User;customer14910@mail.com;1
13743;Customer13743;User;customer13743@mail.com;1
14794;Customer14794;User;customer14794@mail.com;1
17511;Customer17511;User;customer17511@mail.com;1
14769;Customer14769;User;customer14769@mail.com;1
12826;Customer12826;User;customer12826@mail.com;1
13023;Customer13023;User;customer13023@mail.com;1
17091;Customer17091;User;customer17091@mail.com;1
17049;Customer17049;User;customer17049@mail.com;1
16817;Customer16817;User;customer16817@mail.com;1
15969;Customer15969;User;customer15969@mail.com;1
13267;Customer13267;User;customer13267@mail.com;1
13882;Customer13882;User;customer13882@mail.com;1
16191;Customer16191;User;customer16191@mail.com;1
15568;Customer15568;User;customer15568@mail.com;1
17238;Customer17238;User;customer17238@mail.com;1
17412;Customer17412;User;customer17412@mail.com;1
13685;Customer13685;User;customer13685@mail.com;1
18219;Customer18219;User;customer18219@mail.com;1
17835;Customer17835;User;customer17835@mail.com;1
13668;Customer13668;User;customer13668@mail.com;1
16000;Customer16000;User;customer16000@mail.com;1
15984;Customer15984;User;customer15984@mail.com;1
16678;Customer16678;User;customer16678@mail.com;1
14534;Customer14534;User;customer14534@mail.com;1
14527;Customer14527;User;customer14527@mail.com;1
15195;Customer15195;User;customer15195@mail.com;1
17232;Customer17232;User;customer17232@mail.com;1
15136;Customer15136;User;customer15136@mail.com;1
17042;Customer17042;User;customer17042@mail.com;1
12839;Customer12839;User;customer12839@mail.com;1
15750;Customer15750;User;customer15750@mail.com;1
14087;Customer14087;User;customer14087@mail.com;1
18272;Customer18272;User;customer18272@mail.com;1
15498;Customer15498;User;customer15498@mail.com;1
18237;Customer18237;User;customer18237@mail.com;1
16393;Customer16393;User;customer16393@mail.com;1
17590;Customer17590;User;customer17590@mail.com;1
14904;Customer14904;User;customer14904@mail.com;1
16368;Customer16368;User;customer16368@mail.com;1
18092;Customer18092;User;customer18092@mail.com;1
18273;Customer18273;User;customer18273@mail.com;1
17434;Customer17434;User;customer17434@mail.com;1
12950;Customer12950;User;customer12950@mail.com;1
13870;Customer13870;User;customer13870@mail.com;1
14132;Customer14132;User;customer14132@mail.com;1
14204;Customer14204;User;customer14204@mail.com;1
14085;Customer14085;User;customer14085@mail.com;1
17602;Customer17602;User;customer17602@mail.com;1
16426;Customer16426;User;customer16426@mail.com;1
15471;Customer15471;User;customer15471@mail.com;1
17266;Customer17266;User;customer17266@mail.com;1
12747;Customer12747;User;customer12747@mail.com;1
14395;Customer14395;User;customer14395@mail.com;1
15701;Customer15701;User;customer15701@mail.com;1
15525;Customer15525;User;customer15525@mail.com;1
13534;Customer13534;User;customer13534@mail.com;1
16779;Customer16779;User;customer16779@mail.com;1
13767;Customer13767;User;customer13767@mail.com;1
12615;Customer12615;User;customer12615@mail.com;5
16525;Customer16525;User;customer16525@mail.com;1
17870;Customer17870;User;customer17870@mail.com;1
13769;Customer13769;User;customer13769@mail.com;1
14032;Customer14032;User;customer14032@mail.com;1
12471;Customer12471;User;customer12471@mail.com;4
12347;Customer12347;User;customer12347@mail.com;11
14189;Customer14189;User;customer14189@mail.com;1
12783;Customer12783;User;customer12783@mail.com;12
12569;Customer12569;User;customer12569@mail.com;4
16672;Customer16672;User;customer16672@mail.com;1
13756;Customer13756;User;customer13756@mail.com;1
17735;Customer17735;User;customer17735@mail.com;1
17449;Customer17449;User;customer17449@mail.com;1
15883;Customer15883;User;customer15883@mail.com;1
17097;Customer17097;User;customer17097@mail.com;13
15298;Customer15298;User;customer15298@mail.com;1
12935;Customer12935;User;customer12935@mail.com;1
16197;Customer16197;User;customer16197@mail.com;1
13014;Customer13014;User;customer13014@mail.com;1
12375;Customer12375;User;customer12375@mail.com;14
13109;Customer13109;User;customer13109@mail.com;1
12785;Customer12785;User;customer12785@mail.com;12
12462;Customer12462;User;customer12462@mail.com;13
14739;Customer14739;User;customer14739@mail.com;1
16929;Customer16929;User;customer16929@mail.com;1
12766;Customer12766;User;customer12766@mail.com;12
17728;Customer17728;User;customer17728@mail.com;1
12716;Customer12716;User;customer12716@mail.com;5
14140;Customer14140;User;customer14140@mail.com;1
17666;Customer17666;User;customer17666@mail.com;1
17739;Customer17739;User;customer17739@mail.com;1
13694;Customer13694;User;customer13694@mail.com;1
12584;Customer12584;User;customer12584@mail.com;15
15748;Customer15748;User;customer15748@mail.com;1
12749;Customer12749;User;customer12749@mail.com;1
12478;Customer12478;User;customer12478@mail.com;16
12682;Customer12682;User;customer12682@mail.com;5
13754;Customer13754;User;customer13754@mail.com;1
14737;Customer14737;User;customer14737@mail.com;1
12723;Customer12723;User;customer12723@mail.com;5
13709;Customer13709;User;customer13709@mail.com;1
17593;Customer17593;User;customer17593@mail.com;1
12877;Customer12877;User;customer12877@mail.com;1
16013;Customer16013;User;customer16013@mail.com;1
14562;Customer14562;User;customer14562@mail.com;1
16015;Customer16015;User;customer16015@mail.com;1
15992;Customer15992;User;customer15992@mail.com;1
13994;Customer13994;User;customer13994@mail.com;1
14547;Customer14547;User;customer14547@mail.com;1
16949;Customer16949;User;customer16949@mail.com;1
16133;Customer16133;User;customer16133@mail.com;1
15157;Customer15157;User;customer15157@mail.com;1
15318;Customer15318;User;customer15318@mail.com;1
17884;Customer17884;User;customer17884@mail.com;1
14825;Customer14825;User;customer14825@mail.com;1
14418;Customer14418;User;customer14418@mail.com;1
16764;Customer16764;User;customer16764@mail.com;1
18005;Customer18005;User;customer18005@mail.com;1
16790;Customer16790;User;customer16790@mail.com;1
17914;Customer17914;User;customer17914@mail.com;1
18283;Customer18283;User;customer18283@mail.com;1
15061;Customer15061;User;customer15061@mail.com;1
14735;Customer14735;User;customer14735@mail.com;1
17744;Customer17744;User;customer17744@mail.com;1
14071;Customer14071;User;customer14071@mail.com;1
17250;Customer17250;User;customer17250@mail.com;1
14113;Customer14113;User;customer14113@mail.com;1
17346;Customer17346;User;customer17346@mail.com;1
14121;Customer14121;User;customer14121@mail.com;1
16620;Customer16620;User;customer16620@mail.com;1
12971;Customer12971;User;customer12971@mail.com;1
16979;Customer16979;User;customer16979@mail.com;1
15907;Customer15907;User;customer15907@mail.com;1
16353;Customer16353;User;customer16353@mail.com;1
13755;Customer13755;User;customer13755@mail.com;1
14110;Customer14110;User;customer14110@mail.com;1
17481;Customer17481;User;customer17481@mail.com;1
13199;Customer13199;User;customer13199@mail.com;1
17290;Customer17290;User;customer17290@mail.com;1
16528;Customer16528;User;customer16528@mail.com;1
13881;Customer13881;User;customer13881@mail.com;1
16313;Customer16313;User;customer16313@mail.com;1
13104;Customer13104;User;customer13104@mail.com;1
13507;Customer13507;User;customer13507@mail.com;1
16495;Customer16495;User;customer16495@mail.com;1
18225;Customer18225;User;customer18225@mail.com;1
13225;Customer13225;User;customer13225@mail.com;1
14503;Customer14503;User;customer14503@mail.com;1
14871;Customer14871;User;customer14871@mail.com;1
17705;Customer17705;User;customer17705@mail.com;1
16143;Customer16143;User;customer16143@mail.com;1
14907;Customer14907;User;customer14907@mail.com;1
12442;Customer12442;User;customer12442@mail.com;13
14673;Customer14673;User;customer14673@mail.com;1
16016;Customer16016;User;customer16016@mail.com;1
14572;Customer14572;User;customer14572@mail.com;1
17119;Customer17119;User;customer17119@mail.com;1
14868;Customer14868;User;customer14868@mail.com;1
15822;Customer15822;User;customer15822@mail.com;1
12417;Customer12417;User;customer12417@mail.com;3
14216;Customer14216;User;customer14216@mail.com;1
16076;Customer16076;User;customer16076@mail.com;1
15194;Customer15194;User;customer15194@mail.com;1
12820;Customer12820;User;customer12820@mail.com;1
14293;Customer14293;User;customer14293@mail.com;1
12989;Customer12989;User;customer12989@mail.com;1
16569;Customer16569;User;customer16569@mail.com;1
12362;Customer12362;User;customer12362@mail.com;3
17730;Customer17730;User;customer17730@mail.com;1
16201;Customer16201;User;customer16201@mail.com;1
17861;Customer17861;User;customer17861@mail.com;1
16983;Customer16983;User;customer16983@mail.com;1
16711;Customer16711;User;customer16711@mail.com;1
12650;Customer12650;User;customer12650@mail.com;5
18154;Customer18154;User;customer18154@mail.com;1
14282;Customer14282;User;customer14282@mail.com;1
13323;Customer13323;User;customer13323@mail.com;1
14578;Customer14578;User;customer14578@mail.com;1
15023;Customer15023;User;customer15023@mail.com;1
16987;Customer16987;User;customer16987@mail.com;1
17883;Customer17883;User;customer17883@mail.com;1
12479;Customer12479;User;customer12479@mail.com;4
17659;Customer17659;User;customer17659@mail.com;1
17611;Customer17611;User;customer17611@mail.com;1
18167;Customer18167;User;customer18167@mail.com;1
12921;Customer12921;User;customer12921@mail.com;1
14543;Customer14543;User;customer14543@mail.com;1
14655;Customer14655;User;customer14655@mail.com;1
13914;Customer13914;User;customer13914@mail.com;1
14869;Customer14869;User;customer14869@mail.com;1
13255;Customer13255;User;customer13255@mail.com;1
12753;Customer12753;User;customer12753@mail.com;17
17857;Customer17857;User;customer17857@mail.com;1
13362;Customer13362;User;customer13362@mail.com;1
16571;Customer16571;User;customer16571@mail.com;1
12967;Customer12967;User;customer12967@mail.com;1
16554;Customer16554;User;customer16554@mail.com;1
15622;Customer15622;User;customer15622@mail.com;1
15814;Customer15814;User;customer15814@mail.com;1
14298;Customer14298;User;customer14298@mail.com;1
12709;Customer12709;User;customer12709@mail.com;4
15730;Customer15730;User;customer15730@mail.com;1
14075;Customer14075;User;customer14075@mail.com;1
18180;Customer18180;User;customer18180@mail.com;1
13417;Customer13417;User;customer13417@mail.com;1
15358;Customer15358;User;customer15358@mail.com;1
12782;Customer12782;User;customer12782@mail.com;12
13126;Customer13126;User;customer13126@mail.com;1
15572;Customer15572;User;customer15572@mail.com;1
12646;Customer12646;User;customer12646@mail.com;9
17402;Customer17402;User;customer17402@mail.com;1
16513;Customer16513;User;customer16513@mail.com;1
14931;Customer14931;User;customer14931@mail.com;10
15628;Customer15628;User;customer15628@mail.com;1
14194;Customer14194;User;customer14194@mail.com;1
15392;Customer15392;User;customer15392@mail.com;1
12925;Customer12925;User;customer12925@mail.com;1
12841;Customer12841;User;customer12841@mail.com;1
16149;Customer16149;User;customer16149@mail.com;1
16642;Customer16642;User;customer16642@mail.com;1
15290;Customer15290;User;customer15290@mail.com;1
16811;Customer16811;User;customer16811@mail.com;1
12610;Customer12610;User;customer12610@mail.com;1
13612;Customer13612;User;customer13612@mail.com;1
14759;Customer14759;User;customer14759@mail.com;1
16500;Customer16500;User;customer16500@mail.com;1
16873;Customer16873;User;customer16873@mail.com;1
15053;Customer15053;User;customer15053@mail.com;1
17006;Customer17006;User;customer17006@mail.com;1
12913;Customer12913;User;customer12913@mail.com;1
16682;Customer16682;User;customer16682@mail.com;1
16360;Customer16360;User;customer16360@mail.com;1
17579;Customer17579;User;customer17579@mail.com;1
14060;Customer14060;User;customer14060@mail.com;1
14649;Customer14649;User;customer14649@mail.com;1
16746;Customer16746;User;customer16746@mail.com;1
15033;Customer15033;User;customer15033@mail.com;1
12381;Customer12381;User;customer12381@mail.com;2
17254;Customer17254;User;customer17254@mail.com;1
16910;Customer16910;User;customer16910@mail.com;1
13311;Customer13311;User;customer13311@mail.com;1
16904;Customer16904;User;customer16904@mail.com;1
14083;Customer14083;User;customer14083@mail.com;1
12628;Customer12628;User;customer12628@mail.com;4
14401;Customer14401;User;customer14401@mail.com;1
16851;Customer16851;User;customer16851@mail.com;1
17706;Customer17706;User;customer17706@mail.com;1
15854;Customer15854;User;customer15854@mail.com;1
15621;Customer15621;User;customer15621@mail.com;1
14696;Customer14696;User;customer14696@mail.com;1
17090;Customer17090;User;customer17090@mail.com;1
17811;Customer17811;User;customer17811@mail.com;1
16592;Customer16592;User;customer16592@mail.com;1
17218;Customer17218;User;customer17218@mail.com;1
15856;Customer15856;User;customer15856@mail.com;1
15097;Customer15097;User;customer15097@mail.com;1
16684;Customer16684;User;customer16684@mail.com;1
15031;Customer15031;User;customer15031@mail.com;1
18044;Customer18044;User;customer18044@mail.com;1
17920;Customer17920;User;customer17920@mail.com;1
16674;Customer16674;User;customer16674@mail.com;1
15640;Customer15640;User;customer15640@mail.com;1
17817;Customer17817;User;customer17817@mail.com;1
16200;Customer16200;User;customer16200@mail.com;1
18015;Customer18015;User;customer18015@mail.com;1
18198;Customer18198;User;customer18198@mail.com;1
13001;Customer13001;User;customer13001@mail.com;1
13083;Customer13083;User;customer13083@mail.com;1
16968;Customer16968;User;customer16968@mail.com;1
17683;Customer17683;User;customer17683@mail.com;1
13305;Customer13305;User;customer13305@mail.com;1
17676;Customer17676;User;customer17676@mail.com;1
16379;Customer16379;User;customer16379@mail.com;1
15550;Customer15550;User;customer15550@mail.com;1
12994;Customer12994;User;customer12994@mail.com;1
16597;Customer16597;User;customer16597@mail.com;1
13790;Customer13790;User;customer13790@mail.com;1
13173;Customer13173;User;customer13173@mail.com;1
15690;Customer15690;User;customer15690@mail.com;1
16600;Customer16600;User;customer16600@mail.com;1
13230;Customer13230;User;customer13230@mail.com;1
17699;Customer17699;User;customer17699@mail.com;1
14219;Customer14219;User;customer14219@mail.com;1
17404;Customer17404;User;customer17404@mail.com;18
12683;Customer12683;User;customer12683@mail.com;5
13021;Customer13021;User;customer13021@mail.com;1
18030;Customer18030;User;customer18030@mail.com;1
12715;Customer12715;User;customer12715@mail.com;1
12367;Customer12367;User;customer12367@mail.com;19
14608;Customer14608;User;customer14608@mail.com;1
13079;Customer13079;User;customer13079@mail.com;1
14629;Customer14629;User;customer14629@mail.com;1
15274;Customer15274;User;customer15274@mail.com;1
13985;Customer13985;User;customer13985@mail.com;1
15724;Customer15724;User;customer15724@mail.com;1
15932;Customer15932;User;customer15932@mail.com;1
14096;Customer14096;User;customer14096@mail.com;1
15145;Customer15145;User;customer15145@mail.com;1
16729;Customer16729;User;customer16729@mail.com;1
17383;Customer17383;User;customer17383@mail.com;1
17732;Customer17732;User;customer17732@mail.com;1
14777;Customer14777;User;customer14777@mail.com;1
17426;Customer17426;User;customer17426@mail.com;1
14793;Customer14793;User;customer14793@mail.com;1
12957;Customer12957;User;customer12957@mail.com;1
14546;Customer14546;User;customer14546@mail.com;1
14198;Customer14198;User;customer14198@mail.com;1
16057;Customer16057;User;customer16057@mail.com;1
16326;Customer16326;User;customer16326@mail.com;1
18065;Customer18065;User;customer18065@mail.com;1
12952;Customer12952;User;customer12952@mail.com;1
16438;Customer16438;User;customer16438@mail.com;1
17629;Customer17629;User;customer17629@mail.com;1
13838;Customer13838;User;customer13838@mail.com;1
13558;Customer13558;User;customer13558@mail.com;1
14354;Customer14354;User;customer14354@mail.com;1
16561;Customer16561;User;customer16561@mail.com;1
17618;Customer17618;User;customer17618@mail.com;1
17858;Customer17858;User;customer17858@mail.com;1
13596;Customer13596;User;customer13596@mail.com;1
14720;Customer14720;User;customer14720@mail.com;1
16283;Customer16283;User;customer16283@mail.com;1
13822;Customer13822;User;customer13822@mail.com;1
13153;Customer13153;User;customer13153@mail.com;1
17114;Customer17114;User;customer17114@mail.com;1
12827;Customer12827;User;customer12827@mail.com;1
13808;Customer13808;User;customer13808@mail.com;1
14583;Customer14583;User;customer14583@mail.com;1
16033;Customer16033;User;customer16033@mail.com;1
15773;Customer15773;User;customer15773@mail.com;1
17131;Customer17131;User;customer17131@mail.com;1
16931;Customer16931;User;customer16931@mail.com;1
13956;Customer13956;User;customer13956@mail.com;1
17936;Customer17936;User;customer17936@mail.com;1
15867;Customer15867;User;customer15867@mail.com;1
13319;Customer13319;User;customer13319@mail.com;1
17508;Customer17508;User;customer17508@mail.com;1
12719;Customer12719;User;customer12719@mail.com;5
12560;Customer12560;User;customer12560@mail.com;4
12673;Customer12673;User;customer12673@mail.com;4
14456;Customer14456;User;customer14456@mail.com;1
16905;Customer16905;User;customer16905@mail.com;1
17750;Customer17750;User;customer17750@mail.com;1
17954;Customer17954;User;customer17954@mail.com;1
17173;Customer17173;User;customer17173@mail.com;1
13435;Customer13435;User;customer13435@mail.com;1
13519;Customer13519;User;customer13519@mail.com;1
17521;Customer17521;User;customer17521@mail.com;1
17827;Customer17827;User;customer17827@mail.com;1
13704;Customer13704;User;customer13704@mail.com;1
13630;Customer13630;User;customer13630@mail.com;1
16535;Customer16535;User;customer16535@mail.com;1
13736;Customer13736;User;customer13736@mail.com;1
14658;Customer14658;User;customer14658@mail.com;1
14102;Customer14102;User;customer14102@mail.com;1
12724;Customer12724;User;customer12724@mail.com;5
16988;Customer16988;User;customer16988@mail.com;1
12490;Customer12490;User;customer12490@mail.com;5
17537;Customer17537;User;customer17537@mail.com;1
17157;Customer17157;User;customer17157@mail.com;1
14895;Customer14895;User;customer14895@mail.com;1
13297;Customer13297;User;customer13297@mail.com;1
12684;Customer12684;User;customer12684@mail.com;5
14146;Customer14146;User;customer14146@mail.com;1
17183;Customer17183;User;customer17183@mail.com;1
14148;Customer14148;User;customer14148@mail.com;1
16150;Customer16150;User;customer16150@mail.com;1
12364;Customer12364;User;customer12364@mail.com;3
12762;Customer12762;User;customer12762@mail.com;12
13183;Customer13183;User;customer13183@mail.com;1
14897;Customer14897;User;customer14897@mail.com;1
17942;Customer17942;User;customer17942@mail.com;1
12700;Customer12700;User;customer12700@mail.com;5
12856;Customer12856;User;customer12856@mail.com;1
18097;Customer18097;User;customer18097@mail.com;1
13495;Customer13495;User;customer13495@mail.com;1
17386;Customer17386;User;customer17386@mail.com;1
18282;Customer18282;User;customer18282@mail.com;1
14126;Customer14126;User;customer14126@mail.com;1
14292;Customer14292;User;customer14292@mail.com;1
16440;Customer16440;User;customer16440@mail.com;1
16899;Customer16899;User;customer16899@mail.com;1
17495;Customer17495;User;customer17495@mail.com;1
14092;Customer14092;User;customer14092@mail.com;1
16333;Customer16333;User;customer16333@mail.com;1
14688;Customer14688;User;customer14688@mail.com;1
13705;Customer13705;User;customer13705@mail.com;1
16038;Customer16038;User;customer16038@mail.com;1
16759;Customer16759;User;customer16759@mail.com;1
18144;Customer18144;User;customer18144@mail.com;1
12587;Customer12587;User;customer12587@mail.com;14
15547;Customer15547;User;customer15547@mail.com;1
16474;Customer16474;User;customer16474@mail.com;1
13560;Customer13560;User;customer13560@mail.com;1
15123;Customer15123;User;customer15123@mail.com;1
12704;Customer12704;User;customer12704@mail.com;14
14428;Customer14428;User;customer14428@mail.com;1
12695;Customer12695;User;customer12695@mail.com;5
14594;Customer14594;User;customer14594@mail.com;1
17221;Customer17221;User;customer17221@mail.com;1
15539;Customer15539;User;customer15539@mail.com;1
13780;Customer13780;User;customer13780@mail.com;1
15769;Customer15769;User;customer15769@mail.com;1
17086;Customer17086;User;customer17086@mail.com;1
14023;Customer14023;User;customer14023@mail.com;1
15271;Customer15271;User;customer15271@mail.com;1
16103;Customer16103;User;customer16103@mail.com;1
18055;Customer18055;User;customer18055@mail.com;1
12970;Customer12970;User;customer12970@mail.com;1
14250;Customer14250;User;customer14250@mail.com;1
15570;Customer15570;User;customer15570@mail.com;1
18245;Customer18245;User;customer18245@mail.com;1
13969;Customer13969;User;customer13969@mail.com;1
14560;Customer14560;User;customer14560@mail.com;1
13458;Customer13458;User;customer13458@mail.com;1
17686;Customer17686;User;customer17686@mail.com;1
15078;Customer15078;User;customer15078@mail.com;1
17567;Customer17567;User;customer17567@mail.com;1
13017;Customer13017;User;customer13017@mail.com;1
12962;Customer12962;User;customer12962@mail.com;1
13953;Customer13953;User;customer13953@mail.com;1
14493;Customer14493;User;customer14493@mail.com;1
14865;Customer14865;User;customer14865@mail.com;1
13884;Customer13884;User;customer13884@mail.com;1
13868;Customer13868;User;customer13868@mail.com;1
13309;Customer13309;User;customer13309@mail.com;1
16366;Customer16366;User;customer16366@mail.com;1
13367;Customer13367;User;customer13367@mail.com;1
16989;Customer16989;User;customer16989@mail.com;1
14369;Customer14369;User;customer14369@mail.com;1
18174;Customer18174;User;customer18174@mail.com;1
